path,chunk,bytes,sha256,lines,classes,functions,review,spec_ids
src/lava/utils/dataloader/mnist.py,10 Utilities,4360,15f9ffcd68caba81cef7452084f66b795c0353c60d203ed970fe6c16c04e2695,124,1,9,AST and structural risk scan; focused review with cited finding,F29
src/lava/utils/loihi.py,10 Utilities,3973,fd38d5d04b1d4630f07b66768b8ef25cfe9e6554a37481d18c5ecb0bb3bdcac1,123,1,3,AST and structural risk scan,
src/lava/utils/plots.py,10 Utilities,3254,1eea520b85f4f60a6c6e62441cadaca62038110f636a892cc3cb06aa81d24d99,104,0,1,AST and structural risk scan,
src/lava/utils/profiler.py,10 Utilities,1466,248b5f1f24e05315628e0fbe36a07713f552999f66f05cb11704c0e70dfa5ea9,41,1,1,AST and structural risk scan,
src/lava/utils/serialization.py,10 Utilities,4484,1a5ebcd8980c62499f0df9ec50d924f8632f9ed0ca1824854bd9bbf3bf5ea7db,128,1,3,AST and structural risk scan; focused review with cited finding,F27
src/lava/utils/slurm.py,10 Utilities,7010,0746e4f720e482fb3c2de76ce7c66efa5f914a690f73ff9c164dadb84c39ceea,239,2,13,AST and structural risk scan,
src/lava/utils/sparse.py,10 Utilities,772,a138c05aeb928ec19b19823d56e8c72cd557fd80c04bead5084fadee5d9aef93,32,0,1,AST and structural risk scan; focused review with cited finding,F28
src/lava/utils/system.py,10 Utilities,2577,d00c5def7ec5c84b8f86b362d8b96f26b032923caa08534cd65de9163955b9e0,78,2,6,AST and structural risk scan,
src/lava/utils/weightutils.py,10 Utilities,8799,29530e7ffb6638d11704f7022965f081de67908a61b87d1869c82787a8fead83,295,2,7,AST and structural risk scan,
tests/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/frameworks/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/frameworks/test_frameworks.py,11 Tests and tutorials,397,ba1cf0767fb29483a674f379373bddcc04e72957dcc3b2ac6e8fb0e4b28845a6,17,1,1,AST and structural risk scan,
tests/lava/magma/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/magma/compiler/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/magma/compiler/builders/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/magma/compiler/builders/test_builder.py,11 Tests and tutorials,21091,8cd6fd98fa1e9af9ef456ab76b5e30d4f34853d7ea5527fa384f867d4214789f,584,13,28,AST and structural risk scan,
tests/lava/magma/compiler/channels/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/magma/compiler/channels/test_pypychannel.py,11 Tests and tutorials,5130,8b77ca57d2609bdc1beba4a641c7c54b611b043490def02fbfc61b1636cb2904,182,4,11,AST and structural risk scan,
tests/lava/magma/compiler/subcompilers/__init__.py,11 Tests and tutorials,113,91dc7ecf4ff247641296eabcd0bee6e96b258ff28b3b00eac3642d346ba12d60,3,0,0,AST and structural risk scan,
tests/lava/magma/compiler/subcompilers/py/__init__.py,11 Tests and tutorials,113,91dc7ecf4ff247641296eabcd0bee6e96b258ff28b3b00eac3642d346ba12d60,3,0,0,AST and structural risk scan,
tests/lava/magma/compiler/subcompilers/py/test_pyproc_compiler.py,11 Tests and tutorials,8975,f8c068d018802342c17783bf92b2aec769d1652e452573b3ef27fa7358a3d358,236,8,10,AST and structural risk scan,
tests/lava/magma/compiler/subcompilers/test_channel_builders_factory.py,11 Tests and tutorials,18475,64865835ac15bf1236870d982205027a9cdab873da616522c1d6ec6d1052de80,483,14,29,AST and structural risk scan,
tests/lava/magma/compiler/subcompilers/test_channel_map_updater.py,11 Tests and tutorials,3741,8a37dfc3e1bc9f369547fe7996ba2aff7ed3ae6d88c928b19e228ee6b194b743,96,2,9,AST and structural risk scan,
tests/lava/magma/compiler/test_channel_builder.py,11 Tests and tutorials,2314,1f3e2a0341006c44d892611687182d8fa8c39fcd99d4dc28a016b89aea6b1af0,72,2,3,AST and structural risk scan,
tests/lava/magma/compiler/test_channel_map.py,11 Tests and tutorials,5366,95263644a04e708a11565768f1426f3a702ee313426f347cfdee66f0a50b71e7,142,5,13,AST and structural risk scan,
tests/lava/magma/compiler/test_compiler.py,11 Tests and tutorials,30788,46fa4e383c98d1ec8408be176618da6d2110d481498a4da08a4ab774e3bfe674,801,14,38,AST and structural risk scan,
tests/lava/magma/compiler/test_node.py,11 Tests and tutorials,2038,217a7c9255af89c9d74fc228fbb1418b6cbadb02acfc6f376c1f39a6604d2601,58,2,2,AST and structural risk scan,
tests/lava/magma/core/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/magma/core/learning/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/magma/core/learning/test_learning_rule.py,11 Tests and tutorials,49958,4d57f841e27c72223ca4c9fe82e6bede8aa5ab88d9e6b6e32774ad3bf52eb70d,1711,1,36,AST and structural risk scan,
tests/lava/magma/core/learning/test_learning_rule_applier.py,11 Tests and tutorials,5470,7ed87af87d1f4121d392e530fa2e42342a0cee9db0c27a457820f5afcf40a145,140,2,2,AST and structural risk scan,
tests/lava/magma/core/learning/test_product_series.py,11 Tests and tutorials,12737,39fd320f542513393078190d7241a737893addb5edad7fd6686324c0557cef75,338,3,18,AST and structural risk scan,
tests/lava/magma/core/learning/test_random.py,11 Tests and tutorials,1886,9ff5f919db7a8cd449ea9b97b56bc613617ef894fb36b107f3f1aec49a3da1d0,56,2,4,AST and structural risk scan,
tests/lava/magma/core/learning/test_symbolic_equation.py,11 Tests and tutorials,18180,7a931eafbc7fbbc2884c7dd2f56197e816d813871d40adf4b61ada46b8522d76,550,12,32,AST and structural risk scan,
tests/lava/magma/core/learning/test_utils.py,11 Tests and tutorials,2230,0e6a59bf85487adaedec01fddcf890fe22737263d157eaa4f3a59e8daa63c471,62,1,4,AST and structural risk scan,
tests/lava/magma/core/model/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/magma/core/model/py/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/magma/core/model/py/test_model.py,11 Tests and tutorials,5850,3c97208f4a3d4f38866eba385ee02a4a0b7a07dabf5ec252f920a8ebb61ea63e,156,2,5,AST and structural risk scan,
tests/lava/magma/core/model/py/test_ports.py,11 Tests and tutorials,6898,0c58408445252128fe0c864a2580bbeb5a213408b378b67bf6078140de26c65e,201,5,18,AST and structural risk scan,
tests/lava/magma/core/model/test_decorators.py,11 Tests and tutorials,9326,d2ee25a40dd6e49737986c2acfed78c25d00042694efb007cbf3db1d2636b6fe,262,31,23,AST and structural risk scan,
tests/lava/magma/core/model/test_sub_model.py,11 Tests and tutorials,1552,0d5f4a721408b9f81ab30843b9aa27eeb0c0d2b62e1e53ffe6d7014ae4103469,54,5,4,AST and structural risk scan,
tests/lava/magma/core/process/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/magma/core/process/ports/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/magma/core/process/ports/test_ports.py,11 Tests and tutorials,21782,fa0c2b7e4147ffef828edda13e161da73a850622b1d2c602b7488eae9cfab2b8,589,6,29,AST and structural risk scan,
tests/lava/magma/core/process/ports/test_virtual_ports_in_process.py,11 Tests and tutorials,34907,86f81b158c125d8ca60e1fd4308d17f4ec6bc898f46a1cb9de3ad59574bbb414,936,29,50,AST and structural risk scan,
tests/lava/magma/core/process/test_lif_dense_lif.py,11 Tests and tutorials,1327,f4565896f52907f120e4796cba97d7c3e68b19394af7346af61231524a50e203,39,2,3,AST and structural risk scan,
tests/lava/magma/core/process/test_process.py,11 Tests and tutorials,13934,440077edb892a437d21786e1594a3eb7beeed5ca0dc9a39d9e395b6bbd1fc83e,378,11,25,AST and structural risk scan,
tests/lava/magma/core/process/test_variable.py,11 Tests and tutorials,4635,6c699632d948c170709012a851276cb6e4ecb9294632f58aa05646d17168b87e,123,5,8,AST and structural risk scan,
tests/lava/magma/runtime/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/magma/runtime/test_async_protocol.py,11 Tests and tutorials,3607,21a3f5ca0e542d7995a7b7e3c79ee69967bf1da7df15712226b3cfd2f117ded9,110,5,8,AST and structural risk scan,
tests/lava/magma/runtime/test_connection_config.py,11 Tests and tutorials,6117,f9f4d6ae22bee73543bb156343402b7632fa0c1661beecfb1004a9a010fc939b,181,9,9,AST and structural risk scan; focused review with cited finding,F08
tests/lava/magma/runtime/test_context_manager.py,11 Tests and tutorials,5783,08072a907a5d8fd4c3531dbd997d63c32f83bc9aa3eb8f1406ed3c66ac6f168b,163,5,10,AST and structural risk scan,
tests/lava/magma/runtime/test_exception_handling.py,11 Tests and tutorials,5174,a08f21f013c8f1254272455dd5cbf27b3e4bb059fd02f44b583fed78864d2954,159,7,9,AST and structural risk scan; focused review with cited finding,F31
tests/lava/magma/runtime/test_external_pipe_io.py,11 Tests and tutorials,3545,e0fb0807eda20369d83f6cb44a16ebef539b33ad3354c7db64201a52121ed9f5,96,3,6,AST and structural risk scan,
tests/lava/magma/runtime/test_get_set_non_determinism.py,11 Tests and tutorials,2038,ea88a8e53ebc703336f6670db311f7a14e754c377404b760f04699a4afa555c2,62,3,3,AST and structural risk scan,
tests/lava/magma/runtime/test_get_set_var.py,11 Tests and tutorials,7469,fe6e2cc175361a649123bf02f958b620ae4c268a9b2506ec872ecb28cdfcadc4,173,4,7,AST and structural risk scan,
tests/lava/magma/runtime/test_io_ports.py,11 Tests and tutorials,12167,4aa7de95c30f194fcb1d23ab664f81555e9e41d906fe2d92031d96181bbd7eb4,327,11,19,AST and structural risk scan,
tests/lava/magma/runtime/test_leakage.py,11 Tests and tutorials,1216,b1a0daf5f7204e2bda7a029d0d6dadaee7f0bc35df441aa874c252a463748877,42,1,2,AST and structural risk scan; focused review with cited finding,F04 F31
tests/lava/magma/runtime/test_loihi_protocol.py,11 Tests and tutorials,2238,199f82505079e9e8b6a7bb6185c77b2ec5a989d6a156a40d1f7772b84e03338f,70,4,7,AST and structural risk scan,
tests/lava/magma/runtime/test_loihi_with_async_protocol.py,11 Tests and tutorials,3672,325f7b08b5cc845c9e1593b0d61a062c468fec835791d5d59e23be28f3c5aaac,108,7,7,AST and structural risk scan,
tests/lava/magma/runtime/test_pause_requested_from_model.py,11 Tests and tutorials,6682,9e4ee2c2c54dd08bf0bd575080772d65b1675f40c0e300cf5a42c88af4c2aaf2,218,14,19,AST and structural risk scan,
tests/lava/magma/runtime/test_ref_var_ports.py,11 Tests and tutorials,14794,54188c69d0c1f982c1eccd952c16a564cdf27feb606e3ab7f814c73fdb6a42e8,387,15,23,AST and structural risk scan,
tests/lava/magma/runtime/test_run_continuously_and_pause.py,11 Tests and tutorials,3822,73219f85b38835799b9364bdfd590829a384a0f9a3bc852530712500c3b62d3a,110,4,7,AST and structural risk scan,
tests/lava/magma/runtime/test_runtime.py,11 Tests and tutorials,3389,48fd7e30f251d81c8a3e3a64bb193d31308aa333af286b9eb6c406599abf551d,80,1,2,AST and structural risk scan,
tests/lava/magma/runtime/test_runtime_service.py,11 Tests and tutorials,2903,fe9e65f2ebd15799be68ecb8518e82916d5bd8941e44e0c8d56a2f515d3ea57d,95,6,7,AST and structural risk scan,
tests/lava/networks/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/networks/test_networks.py,11 Tests and tutorials,873,db0d1f906237470dc11912e400c17ef5bf98c0494287b986fcae08a9237134e7,28,1,1,AST and structural risk scan,
tests/lava/proc/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/proc/atrlif/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/proc/atrlif/test_models.py,11 Tests and tutorials,31208,2514b6eb245b42c9534e1c72781894a758d0194d3baa519b7a138a9e57f8af62,696,9,19,AST and structural risk scan,
tests/lava/proc/atrlif/test_process.py,11 Tests and tutorials,1459,7c153eaaf27241811cce933b8ca13d4aff373ec587fd0678ddce9e9fab27bbe9,43,1,1,AST and structural risk scan,
tests/lava/proc/bit_check/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/proc/bit_check/test_models.py,11 Tests and tutorials,5730,673e1dcfdc4d5aaf3defc4f29f10434eae97e94d8ad6ca145fc7e4519e949c67,174,2,6,AST and structural risk scan,
tests/lava/proc/bit_check/test_process.py,11 Tests and tutorials,1648,92891aeff26d2e199aadb7649b04a043f083d268f4dd4c57ec88ae4a14dc2189,46,1,2,AST and structural risk scan,
tests/lava/proc/clp/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/proc/clp/integration/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/proc/clp/integration/test_clp_one_shot.py,11 Tests and tutorials,21963,fa982f2b438686609dbb216cb8992a3d0edb0e0385f15ebf62b979da08023089,597,2,7,AST and structural risk scan,
tests/lava/proc/clp/novelty_detector/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/proc/clp/novelty_detector/test_models.py,11 Tests and tutorials,4075,dc1a62f4e039ca42e921bcaab2a71a2d8f7051a20c82931def7d9494d3aa9ce1,127,1,3,AST and structural risk scan,
tests/lava/proc/clp/nsm/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/proc/clp/nsm/test_nsm.py,11 Tests and tutorials,7818,fc2c4afef8e899d5c9984452af33c193842db6aa0ed07392d6f110c53fd44e9e,236,2,5,AST and structural risk scan,
tests/lava/proc/clp/prototype_lif/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/proc/clp/prototype_lif/test_models.py,11 Tests and tutorials,8495,849d241c1761a53a22b01c908ef0c154203259ae5bc36c2b5355f254d6ffff4a,244,1,4,AST and structural risk scan,
tests/lava/proc/conv/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/proc/conv/ground_truth/gt_conv_paris_0.npz,11 Tests and tutorials,559366,d3d6e3a865f1d4e31dff1d3938bc08d0798ec96dd3634bbed0c75be9cde0e6e2,0,0,0,inventory and content classification,
tests/lava/proc/conv/ground_truth/gt_conv_paris_1.npz,11 Tests and tutorials,590766,e800d7c87adc22eca79a107265c8de2bceffb7a057eb16d99c3ecee95636a787,0,0,0,inventory and content classification,
tests/lava/proc/conv/ground_truth/gt_conv_paris_2.npz,11 Tests and tutorials,956638,8a385e3ceb0752726bdeec55e2a64348448f1fc26ab630040b0d847210d17528,0,0,0,inventory and content classification,
tests/lava/proc/conv/ground_truth/gt_conv_paris_3.npz,11 Tests and tutorials,68302,36b639a06d68024eac6cdc5fbda009f1b6954aba96d29a495baab69ecfd36da5,0,0,0,inventory and content classification,
tests/lava/proc/conv/ground_truth/gt_conv_paris_4.npz,11 Tests and tutorials,185142,81cc314b9b593204dea9ab8f898726051fe7ee37976250b4f6080244fe1f4399,0,0,0,inventory and content classification,
tests/lava/proc/conv/ground_truth/gt_conv_paris_5.npz,11 Tests and tutorials,409190,8621ed2cf9558312701f95e8bd9b28a8d80e138b346f7a8435977523a3429b48,0,0,0,inventory and content classification,
tests/lava/proc/conv/ground_truth/gt_conv_paris_6.npz,11 Tests and tutorials,1888366,5ea29bb732703da388f32c909fd3602f7a32b023100279536fe7f5e76b6d2c45,0,0,0,inventory and content classification,
tests/lava/proc/conv/ground_truth/gt_conv_paris_7.npz,11 Tests and tutorials,1790434,4ebc82c4d2f630899371e10931b65d56bf92286798c331e1a295b2cabfdf38f6,0,0,0,inventory and content classification,
tests/lava/proc/conv/ground_truth/gt_conv_paris_8.npz,11 Tests and tutorials,714214,a557e78d9f2570e9dec2e29220e5e111db3f79cdf8e7687e01529493f5ca4dfd,0,0,0,inventory and content classification,
tests/lava/proc/conv/ground_truth/gt_conv_paris_9.npz,11 Tests and tutorials,670702,6d6d6ccd18b72d80d322177c3d1e3e591c850f0ca0bbdfdc24226c238d7d32e6,0,0,0,inventory and content classification,
tests/lava/proc/conv/test_process.py,11 Tests and tutorials,999,37b67c9bd8bb16484ee1f3b19c03429940a92b4d861ad31d3c0e3457459128e1,29,1,1,AST and structural risk scan,
tests/lava/proc/conv/test_utils.py,11 Tests and tutorials,7354,1062ba7d54217e5fb1adf9d957b775f6ee540bbd3ffcc8054ea7e670958c824c,166,1,3,AST and structural risk scan,
tests/lava/proc/conv_in_time/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/proc/conv_in_time/gts/q_weights.npy,11 Tests and tutorials,368,f78fb71a436122ae8bfccf4f0e13ce081758b5069029dc725c5291bef23f9872,0,0,0,inventory and content classification,
tests/lava/proc/conv_in_time/gts/spike_input.npy,11 Tests and tutorials,288,c1121fc20bb641224327eaec7eb25719cd27a4186ad5b1afb307aadcf7778582,0,0,0,inventory and content classification,
tests/lava/proc/conv_in_time/gts/torch_output.npy,11 Tests and tutorials,288,8de545175d4d511091d54b13cf0b1ed82b97104591d8b89596dd2a3069a509c4,0,0,0,inventory and content classification,
tests/lava/proc/conv_in_time/test_process.py,11 Tests and tutorials,3035,45702d017cbeecf36441ba97b542df5e6c62dd7c33febf74f881fd583808908d,80,1,1,AST and structural risk scan,
tests/lava/proc/dense/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/proc/dense/test_learning.py,11 Tests and tutorials,53114,33b59ddbd650e2f8bcde8e7451ef5cee938ece3d86510b37e2a0c42b2be32776,1198,2,28,AST and structural risk scan; focused review with cited finding,F31
tests/lava/proc/dense/test_models.py,11 Tests and tutorials,48157,84eab18d0d85a2f4dae3d8830755d9be1832d1afaadba903432a345436f5a98e,1060,10,30,AST and structural risk scan,
tests/lava/proc/dense/test_process.py,11 Tests and tutorials,3666,fdda2f3f960e44d81adb47551c99f9c9bc11a85010b08029e3c6b241cad89e41,103,3,6,AST and structural risk scan,
tests/lava/proc/dense/test_stdp_sim.py,11 Tests and tutorials,24791,04a306f0790c09b1da2aec8f792d893688ca35da961e11396f0d0bcd3c7bd99e,790,7,21,AST and structural risk scan,
tests/lava/proc/graded/test_graded.py,11 Tests and tutorials,12108,fff083e1bed6ab923963a71b43769a916f39ec04c1acd0ba0cd0243e24d4ab5a,361,4,7,AST and structural risk scan,
tests/lava/proc/io/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/proc/io/test_dataloader.py,11 Tests and tutorials,7315,cdaffe77223984ba98459954370e8e7b6fb7f90ef863f43f3ecc6439d5630237,218,7,13,AST and structural risk scan,
tests/lava/proc/io/test_extractor.py,11 Tests and tutorials,35019,1468f32ddc46b1d9ea583c3dd117b1a2a96ee2070b009966bd85f32be51a7471,927,6,38,AST and structural risk scan,
tests/lava/proc/io/test_injector.py,11 Tests and tutorials,20719,f4f64fff2bacbcf0c60a13b59dcbb4da8ec0bbf98b3a4f42c864add9c20a6c5c,544,4,22,AST and structural risk scan,
tests/lava/proc/io/test_source_sink.py,11 Tests and tutorials,2008,d4e8ea3eef9a77a71e5a2257d646a172db639611c9c096174ddfb830adee013c,60,2,3,AST and structural risk scan,
tests/lava/proc/lif/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/proc/lif/test_models.py,11 Tests and tutorials,39864,da380066065ed38061af9186a67f49d0817ea7bf49e947a27bb4f5a1fde78b97,862,13,26,AST and structural risk scan,
tests/lava/proc/lif/test_process.py,11 Tests and tutorials,2213,e677ed799b2b2dd8ef3da450b19e95f41db3f51d351b555205c073090f534034,58,2,3,AST and structural risk scan,
tests/lava/proc/monitor/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/proc/monitor/test_monitors.py,11 Tests and tutorials,12959,901d9c2a2ac5bec3c70ecddfbc62a4e5e761e114da3cc97dc942d907a9e9d8f3,347,3,16,AST and structural risk scan,
tests/lava/proc/prodneuron/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/proc/prodneuron/test_prod_neuron.py,11 Tests and tutorials,2371,3d302ea25c6c66ff748ad9c3d7c040f3e391e9d1a1c41995ca848d62607d930c,79,1,1,AST and structural risk scan,
tests/lava/proc/resfire/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/proc/resfire/test_resfire.py,11 Tests and tutorials,2274,46ddc246ee11f4ca5bec66508c5d552cbc11d0911fafb66017c2111d76266c2b,84,1,1,AST and structural risk scan,
tests/lava/proc/rf/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/proc/rf/test_models.py,11 Tests and tutorials,9377,d98ebc6da3f66fef3d1afd22a25a780959b98ce67cb4b1a4fde71f80fe195499,268,1,8,AST and structural risk scan,
tests/lava/proc/rf/test_process.py,11 Tests and tutorials,868,9fb78641b6b4db5d6ee59ca07eb6e4a5deac60dfa2c0e827574a0d1172d178f3,28,1,1,AST and structural risk scan,
tests/lava/proc/rf_iz/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/proc/rf_iz/test_models.py,11 Tests and tutorials,3575,166c9fdca294e60644cb164b37cb03e07878b87f6db8635bd225ed50529fe57c,98,1,3,AST and structural risk scan,
tests/lava/proc/rf_iz/test_process.py,11 Tests and tutorials,901,c15e85ef5785edb0ef73cddbe17f81054d85ad08d5ea257f54c766b921995ccd,28,1,1,AST and structural risk scan,
tests/lava/proc/s4d/dA_complex.npy,11 Tests and tutorials,80128,342546700242502415e6c81e2b620c915250f56447b7d46eb56feec9e0bb1629,0,0,0,inventory and content classification,
tests/lava/proc/s4d/dB_complex.npy,11 Tests and tutorials,80128,1195dc519e74ffe535918b6112a080e7b0458d61189c9a8e51cf3ea30edd8ec9,0,0,0,inventory and content classification,
tests/lava/proc/s4d/dC_complex.npy,11 Tests and tutorials,80128,7db2dbb793555e0836e557db355d2f6861b32a92b431443bf4c102e4626bf473,0,0,0,inventory and content classification,
tests/lava/proc/s4d/s4d_A.dat.npy,11 Tests and tutorials,5248,9e4c9f5f11d3139b86ccdfe3d8e2179566dc8ac8da31a4a23951dba174425663,0,0,0,inventory and content classification,
tests/lava/proc/s4d/s4d_B.dat.npy,11 Tests and tutorials,5248,4b67f99c0a172c862abfc65b3aabeba9bc91fe1f2254d0df066d19c9b3e3b8fe,0,0,0,inventory and content classification,
tests/lava/proc/s4d/s4d_C.dat.npy,11 Tests and tutorials,5248,055720b65a2eb0bf0043989b1a078cc028f7a105a0cb394ba03cdbf3adac8ac1,0,0,0,inventory and content classification,
tests/lava/proc/s4d/test_models.py,11 Tests and tutorials,11178,1b54d6392ba2dcbbaea5fd08c60d6b0e89d258aabbdcc7cc9bae4a19d539d204,281,2,10,AST and structural risk scan,
tests/lava/proc/s4d/test_process.py,11 Tests and tutorials,4235,cc03f50f70499e9c589fae0982ee4bab33d56fad98eec465a3092bc515f1e55c,110,3,3,AST and structural risk scan,
tests/lava/proc/s4d/utils.py,11 Tests and tutorials,3071,eb120ecdb431c888d8fe3e6b3cfbf71cc7bcfddb7715bf54a76d1c5daf9dce7f,96,0,2,AST and structural risk scan,
tests/lava/proc/sdn/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/proc/sdn/test_models.py,11 Tests and tutorials,7832,50e870998fe507d2c5f0e888e1f3da3066fb540e1c4a9e17866c97d6535a01b9,262,2,10,AST and structural risk scan,
tests/lava/proc/sdn/test_process.py,11 Tests and tutorials,1457,71f2ac6f36b3d59b5dc7da2cce42c3841872353d8d3658a6c9bc8c4c2d43c28c,42,3,3,AST and structural risk scan,
tests/lava/proc/sparse/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/proc/sparse/test_models.py,11 Tests and tutorials,57407,7f31801df7c4197b92208d316e10f7052bf7bdc8d70baefe88b2f4b6ca451416,1452,11,37,AST and structural risk scan,
tests/lava/proc/sparse/test_process.py,11 Tests and tutorials,5004,7a5ec5ded880aeb3d1b962e37d0c955f89f2709852bc990934443fa70ec67136,176,4,9,AST and structural risk scan,
tests/lava/proc/spiker/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
tests/lava/proc/spiker/test_models.py,11 Tests and tutorials,1696,a69cb436173f431dfcd3966a131015efe6ad5d6cc03dfcdc828822f4a4686be2,44,1,2,AST and structural risk scan,
tests/lava/test_utils/__init__.py,11 Tests and tutorials,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,0,AST and structural risk scan,
